index,Name,Provider,Image_url,RTP,Pay_lines,Free_spins,Bonus_game
6062,The Amsterdam Masterplan,BlueGem Gaming,the-amsterdam-masterplan.jpg,96.12%,20,Yes,Yes
6063,Ziggy,Game360,ziggy.jpg,Unknown,5,No,No
6064,Winning Bar,Game360,winning-bar.jpg,Unknown,5,No,No
6065,Time 2 Play,Game360,time-2-play.jpg,Unknown,5,No,Yes
6066,The Hunter,Game360,the-hunter.jpg,Unknown,5,No,Yes
6067,Spacer,Game360,spacer.jpg,Unknown,5,No,Yes
6068,Slots Time,Game360,slots-time.jpg,Unknown,5,No,No
6069,Shogun,Game360,shogun.jpg,Unknown,5,No,Yes
6070,Santa Elf,Game360,santa-elf.jpg,Unknown,5,No,Yes
6071,Play for Time,Game360,play-for-time.jpg,Unknown,5,No,Yes
6072,Pirates Quest,Game360,pirates-quest.jpg,Unknown,9,Yes,No
6073,Otto,Game360,otto.jpg,Unknown,25, Yes,Yes
6074,Omega 7,Game360,omega-7.jpg,Unknown,14,No,No
6075,Night in Venice,Game360,night-in-venice.jpg,Unknown,5,No,Yes
6076,Moulin Rouge,Game360,moulin-rouge.jpg,Unknown,5,No,Yes
6077,Minibar X,Game360,minibar-x.jpg,Unknown,5,No,No
6078,Mexico,Game360,mexico.jpg,Unknown,14,Yes,No
6079,Lost Pirates,Game360,lost-pirates.jpg,Unknown,10,No,No
6080,Greece,Game360,greece.jpg,Unknown,9,Yes,Yes
6081,Geiko,Game360,geiko.jpg,Unknown,25,Yes,No
6082,Dark Tombs,Game360,dark-tombs.jpg,Unknown,25,Yes,Yes
6083,City Night,Game360,city-night.jpg,Unknown,15,Yes,Yes
6084,Blue Atlantic,Game360,blue-atlantic.jpg,Unknown,5,No,Yes
6085,Lucky Heroes,BlueGem Gaming,lucky-heroes.jpg,94.72%,30,No,Yes
6086,Castle Mania,BlueGem Gaming,castle-mania.jpg,94.61%,20,Yes,Yes
6087,Jack's T-Rex,BlueGem Gaming,jacks-t-rex.jpg,96.32%,20,Yes,Yes
6088,No Mercy,BlueGem Gaming,no-mercy.jpg,94.83%,20,No,Yes
6089,Dracula,Game360,dracula.jpg,Unknown,9,Yes,Yes
6090,The McMurphy's,BlueGem Gaming,mcmurphys.jpg,93.71%,20,Yes,No
6091,Dog Ca$her,BlueGem Gaming,dog.jpg,95.48%,20,Yes,Yes
6092,Crazy Jewelry,BlueGem Gaming,crazy-jeweler.jpg,94.94%,20,Yes,Yes
6093,Dr Magoo's Adventure,BlueGem Gaming,mr-magoo.jpg,95%,20,Yes,No
6094,Shangri-La,BlueGem Gaming,shangri-la.jpg,95.11%,20,No,Yes
6095,Fortune of the Pharaohs,BlueGem Gaming,fortune-of-the-pharaos.jpg,95.34%,20,Yes,Yes
6096,Beretta's Vendetta,BlueGem Gaming,berettas-vendetta.jpg,94.71%,20,Yes,Yes
6097,French Cuisine,BlueGem Gaming,french-cuisine.jpg,98.5%,20,No,Yes
6098,Fortune Falls 2,3Dice.com,fortunefalls-2.jpg,96%,25,Yes,No
6099,Payola,3Dice.com,payola-2.jpg,96%,20,Yes,No
6100,Coral Calms,3Dice.com,coralclams1.jpg, 96%,25,Yes,No
6101,Vacation USA,WagerWorks,vacation-usa.jpg,94.5%,10,No,Yes
6102,Funky Chicken,BlueGem Gaming,funky-chicken.jpg,94.58%,20,Yes,Yes
6103,Atlantis,BlueGem Gaming,atlantis-sheriffgaming.jpg,94.67%,20,Yes,Yes
6104,Fruitful Siesta,Playson,fruitful-siesta-hansel-and-gretel-slot-playson.jpg,94.44%,10,Yes,No
6105,Marioni Show,Playson,marioni-show-slot-playtech.jpg,,10,Yes,No
6106,Secret of Pharaoh,Tom Horn Gaming,secret-of-pharaoh.jpg,,25,Yes,No
6107,Dancing Dragon Spring Festival,Playson,dancing-dragon-spring-festival.jpg,,30,No,No
6108,Christmas Eve,Playson,christmas-eve-slot-playson.jpg,95.9%,1024,Yes,No
6109,The Rat Pack,Microgaming,the-rat-pack-53c7e6ba70a0f829298b456f.jpg,97%,30,Yes,No
6110,Cherries Gone Wild,Microgaming,cherries-gone-wild.jpg,Unknown,30,Yes,No
6111,Bar Bar Black Sheep,Microgaming,bar-bar-black.jpg,Unknown,1,No,No
6112,Amazon Wild,Ash Gaming,amazon-wild.jpg,Unknown,100,Yes,Yes
6113,Arabian Rose,Microgaming,arabian-rose-53cf8c2570a0f8d52f8b4569.jpg,Unknown,40,Yes,Yes
6114,Book of Fortune,Amatic Industries,book-of-fortune-slot-amatic-industries.jpg,Unknown,10,Yes,No
6115,"20,000 Leagues",WGS Technology (Vegas Technology),"20,000-leagues.jpg",Unknown,25,Yes,No
6116,Bermuda Triangle,Playtech,bermuda-triangle.jpg,96.73%,5,No,No
6117,Birds of Paradise,WGS Technology (Vegas Technology),birds-of-paradise.jpg,,,,
6118,Funky Chicken,WGS Technology (Vegas Technology),funky-chicken.jpg,Unknown,25,Yes,No
6119,Thor,Amaya,thor-chartwell-ss.jpg,,,,
6120,Adventures in Wonderland,Ash Gaming,alices-wonderland.jpg,,,,
6121,Wild Melon,Play'n Go,wild-melon-slot-playn-go.jpg,94%,1,No,No
6122,Spectacular Wheel of Wealth,Microgaming,spectacular-wheel-of-wealth-ss.jpg,96.32%,1,No,Yes
6123,Ultra Hot Deluxe,Novomatic,ultra-hot-deluxe.jpg,95.17%,5,No,No
6124,Peek-a-Boo 5 Reels,Microgaming,peek-a-boo-2.JPG,Unknown,40,Yes,No
6125,Alchemist's Lab,Playtech,alchemist's-lab.jpg,97%,1,No,Yes
6126,Black Magic,WGS Technology (Vegas Technology),black-magic.jpg,Unknown,25,No,Yes
6127,Fantastic Fruit,Rival Gaming,fantastic-fruti.JPG,94%,1,No,No
6128,Jungle Boogie,Playtech,jungle-boogie.jpg,96.5%,1,No,No
6129,Love Bugs,WagerLogic,love-bugs.jpg,,,,
6130,Magic Carpet,WGS Technology (Vegas Technology),magic-carpet.jpg,,,,
6131,Ocean Princess,Playtech,ocean-princess.jpg,94.9%, 1,No,No
6132,The Vegas Party,WGS Technology (Vegas Technology),the-vegas-party.jpg,,,,
6133,Triple Profits,Playtech,triple-profits.jpg,95.4%,1,No,Yes
6134,Fantastic Four,888 Gaming,888-gaming.jpg,,,,
6135,Thousand Islands,Microgaming,thousand-islands.jpg,Unknown,1,No,No
6136,Fire N Dice,Microgaming,firendice.jpg,Unknown,1,No,Yes
6137,Pirates,GamesOS,pirate-slots.jpg,93%,1,No,No
6138,Space Invasion,Amaya,spaceinvasion.jpg,93%,1,No,No
6139,Baywatch,IGT,baywatch.jpg,,,,
6140,Dragon Master,NextGen,dragon-master.jpg,,,,
6141,5x Magic,Play'n Go,5xmagic-slot-playn-go.jpg,95.42%,5,No ,No
6142,Irish Gold,Play'n Go,irish-gold-slot-playn-go.jpg,95.42%,5,No,No
6143,Lucky Diamonds,Play'n Go,lucky-diamonds-slot-playn-go.jpg,95.87%,1,No,No
6144,Tropical Juice,SkillOnNet,tropical-juice.jpg,96.7%,3,No,No
6145,Scorching Sevens,Saucify,scorching-sevens-ss.jpg,Unknown,1,No,No
6146,Runaway Train,Saucify,runaway-train-ss.jpg,Unknown,5,No,No
6147,Cash Puppy,Saucify,cash-puppy-ss.jpg,Unknown,5,No,No
6148,Mermaid Serenade,Saucify,mermaid-serenade-ss.jpg,Unknown,5,No,No
6149,Free Spirit Wheel of Wealth,Microgaming,free-spirit-wheel-of-wealth-ss.jpg,Unknown,1,No,Yes
6150,Diamond Mine Deluxe,RTG,diamond-mine-deluxe-ss.jpg,95%,1,No,No
6151,Cubis,Amaya,cubis-ss.jpg,,15,No,No
6152,Classic Fruit,1X2gaming,classic-fruit-ss-1x2gaming.jpg,Unknown,5,No,No
6153,Booty Time,Microgaming,booty-time-53cfa7c570a0f8af2f8b456d.jpg,96.48%,25,Yes,Yes
6154,Lots A Loot 5 Reel,Microgaming,lots-a-loot-5-reels-53db6a9b70a0f899548b456b.jpg,90.09%,25,No,No
6155,Fruit Stack,Cayetano Gaming,fruit-stack.jpg,96.38%,9,Yes,Yes
6156,Sizzling Hot,Novomatic,sizzling-hot.jpg,95.66%,9,No,No
6157,Admiral Nelson,Amatic Industries,admiral-elson.jpg,Unknown,10,Yes,No
6158,Power Stars,Novomatic,power-stars.jpg,95.54%,10,Yes,No
6159,Haunted House,Microgaming,haunted-house.jpg,Unknown,20,Yes,No
6160,Tree of Riches,Pragmatic Play,tree-of-riches-slot-pragmaticplay.jpg,96.4%,1,No,No
6161,7 Oceans,Microgaming,7-oceans.jpg,Unknown,1,No,No
6162,8 Balls,Playtech,8-ball-2.jpg,97%,1,No,No
6163,Admirals Inn,WGS Technology (Vegas Technology),admirals-inn.jpg,,,,
6164,Beetle Frenzy,NetEnt,beetlefrenzy.jpg,94%,5,Yes,Yes
6165,Big Bang,Pragmatic Play,big-bang.jpg,Unknown,3,No,No
6166,Big Cash Win,Rival Gaming,big-cash-win.jpg,94%,1,No,No
6167,Bonkers,RTG,bonkers.jpg,95%,1,No,No
6168,Break da Bank,Microgaming,break-da-bank.jpg,95.75%,5,No,No
6169,Captain Cash,Betsoft,captain-cash.jpg,95%,5,No,No
6170,Cash Crazy,Microgaming,cash-crazy-ss.jpg,95.58%,1,No,No
6171,Cash Grab,Amaya,cash-grab.jpg,93%,1,No,No
6172,Chicken Little,Rival Gaming,chicken-little.JPG,95%,1,No,No
6173,Couch Potato,Microgaming,couch-potato.jpg,98%,1,No,No
6174,Crazy 7,Playtech,crazy-7.jpg,96%,1,No,No
6175,Crazy Pizza,Pragmatic Play,crazy-pizza.jpg,Unknown,1,No,No
6176,Diamond Mine,RTG,diamond-mine.jpg,95%,1,No,No
6177,Diamonds are Forever,Pragmatic Play,diamonds-are-forever.jpg,Unknown,3,No,No
6178,Double Diamond,IGT,double-diamond.jpg,95.08%,1,No,No
6179,Double Wammy,Microgaming,double-wammy.jpg,96.23%,1,No,No
6180,Eastern Dragon,WGS Technology (Vegas Technology),eastern-dragon.jpg,,,,
6181,Flea Market,Rival Gaming,flea-market-3.JPG,95%,1,No,No
6182,Fortune Cookie,Microgaming,fortune-cookie.jpg,95.58%,1,No,No
6183,Fountain of Youth,Playtech,fountain-of-youth.jpg,97%,3,No,No
6184,Frost Bite,Microgaming,frost-bite.jpg,Unknown,1,No,No
6185,Fruits,Pragmatic Play,fruits.jpg,,,,
6186,Funky Monkey,Playtech,funky-monkey.jpg,95.9%,1,No,No
6187,Goblin's Cave,Playtech,goblin's-cave.jpg,96%,3,No,Yes
6188,Gold Coast,Microgaming,gold-coast.jpg,94.95%,5,No,No
6189,Gold Rush,Rival Gaming,gold-rush-5.JPG,95%,1,No,No
6190,Jackpot 6000,NetEnt,jackpot-6000.jpg,,,,
6191,Jackpot 6000,NetEnt,jackpot-6000-slot-netent.jpg,98.9%,5,No,No
6192,Kanga Cash,WagerLogic,kanga-cash.jpg,,,,
6193,Kong,WagerLogic,kong.jpg,,,,
6194,La Fiesta,WagerLogic,la-fiesta.jpg,,,,
6195,Lions Share,Microgaming,lions-share.jpg,Unknown,1,No,No
6196,Lucky Lightnin,RTG,lucky-lightnin.jpg,95%,1,No,No
6197,Mega Money Mine,WGS Technology (Vegas Technology),mega-money-mine.jpg,,,,
6198,Milk the Cash Cow,Rival Gaming,milk-the-cash-cow-2.JPG,94%,1,No,No
6199,Mocha Orange,Microgaming,mocha-orange.jpg,Unknown,1,No,No
6200,Neptune's Kingdom,Playtech,neptune's-kingdom.jpg,97%,5,No,No
6201,Ole Glory,888 Gaming,888-gaming.jpg,,,,
6202,Peek a Boo,Microgaming,peek-a-boo-3.JPG,Unknown,5,No,No
6203,Pharaohs Fortune,Microgaming,pharaohs-fortune.jpg,Unknown,1,No,No
6204,Pirates Paradise,Microgaming,pirates-paradise.jpg,Unknown,1,No,No
6205,Princess Jewels,WGS Technology (Vegas Technology),princess-jewels.jpg,Unknown,9,No,Yes
6206,Royal Reels,Playtech,royal-reels.jpg,,,,
6207,Sevens And Bars,Rival Gaming,sevens-and-bars.jpg,95%,1,No,No
6208,Super Thundering,888 Gaming,888-gaming.jpg,,,,
6209,Surf Paradise,Rival Gaming,surf-paradise.jpg,96%,1,No,No
6210,Tres Amigos,Playtech,boomboomvolleyball-shot.jpg,97%,1,No,No
6211,Triple Magic,Microgaming,triple-magic.jpg,95.45%,1,No,No
6212,Tropic Reels,Playtech,tropic-reels.jpg,94.9%,1,No,No
6213,Tropical Punch,Pragmatic Play,tropical-punch.jpg,Unknown,3,No,No
6214,Ugga Bugga,Playtech,ugga-bugga-slot-playtech.jpg,99.07%,1,No,No
6215,Wheel of Chance,WGS Technology (Vegas Technology),wheel-of-chance.jpg,Unknown,1,,Yes
6216,Wild West,Amaya,wildwest.jpg,96%,1,No,No
6217,Zany Zebra,Microgaming,zany-zebra-ss1.jpg,94.96%,5,No,No
6218,Cool Fruits,Boss Media,cool-fruits.jpg,Unknown,3,No,No
6219,Jingle Bells,Microgaming,jingle-bells.jpg,94.95%,5,No,No
6220,Spiderman,888 Gaming,888-gaming.jpg,,,,
6221,Island Style,Microgaming,island-style-ss.jpg,Unknown,1,No,No
6222,Mermaid`s Pearl,Betsoft,mermaids-pearl.jpg,93%,5,No,No
6223,Diamond Dreams,Betsoft,diamond-dreams.jpg,95%,5,No,No
6224,Triple Crown,Betsoft,triple-crown.jpg,94.5%,1,No,No
6225,7 Heaven,SkillOnNet,7-heaven.jpg,92.72%,3,No,No
6226,Love Machine,SkillOnNet,love-machine.jpg,95.9%,3,No,No
6227,Ski Bunny,Microgaming,ski-bunny.jpg,Unknown,1,Yes,Yes
6228,Bundle In The Jungle,Microgaming,bundle-in-the-jungle-ss.jpg,Unknown,1,No,Yes
6229,Cops And Robbers,Microgaming,copsrobbers.jpg,96.5%,1,No,Yes
6230,Phileas Hog,Microgaming,phileas-hog-ss.jpg,Unknown,5,No,Yes
6231,Mule Britannia,Microgaming,mule-britannia-fruit-machine-game.jpg,Unknown,1,No,Yes
6232,Froot Loot,Microgaming,froot-loot.jpg,Unknown,1,No,No
6233,Fruit Smoothies,Microgaming,rubyfruitsmoothies.jpg,96.5%,1,Yes,Yes
6234,Thor Blimey,Microgaming,thorblimey.jpg,Unknown,1,No,Yes
6235,Joker 8000,Microgaming,rubyjoker8000.jpg,96.5%,5,No,Yes
6236,The Umpire,Microgaming,theumpirestrikesback.jpg,Unknown,1,No,Yes
6237,Jamaican-A-Fortune,Microgaming,jamaicanafortune.jpg,Unknown ,1,No,Yes
6238,Mexicans,GamesOS,mexican-slots.jpg,93%,1,No,No
6239,Global Cup Soccer,Rival Gaming,global-cup-soccer.JPG,96%,1,No,No
6240,Pirate Treasure,Amaya,piratetreasure.jpg,93.5%,1,No,No
6241,Jumping for Gold,Amaya,jump.jpg,92%,1,No,Yes
6242,Heroes' Realm,Rival Gaming,heroesrealm.jpg,95%,1,Yes,Yes
6243,Pina Nevada,Saucify,pina-nevada.jpg,Unknown,5,No,No
6244,Jurassic Jackpot,Microgaming,jurassic-jackpot.jpg,95.50%,1,No,No
6245,Snakes and Ladders,OpenBet,snakes-and-ladders.jpg,,,,
6246,Ace of Spades,Play'n Go,ace-of-spades-slot-playn-go.jpg,95.87%,1,No,No
6247,Win Wizard,Greentube,win-wizard.jpg,94%,20,No,Yes
6248,High Gear,SkillOnNet,high-gear.jpg,96.2%,3,No,No
6249,3 Hit Pay,iSoftBet,3-hit-pay-ss-isoftbet.jpg,95.2%,1,No,No
6250,Fire Storm 7,Rival Gaming,fire-storm-7.jpg,95%,1,Yes,No
6251,Fashion,GameScale,fashion-slot-ss.jpg, Unknown,1,No,No
6252,Crazy Camel Cash,Rival Gaming,crazy-camel.JPG,94%,1,No,No
6253,Diamond Dare Bonus Bucks,Saucify,diamond-dare-ss.jpg,Unknown,1,No,Yes
6254,Overdrive,Saucify,overdrive-ss.jpg,Unknown,3,No,No
6255,Magnificent 7s,Saucify,magnificent-7s-ss.jpg,Unknown,3,No,No
6256,iSevens,Saucify,isevens-ss.jpg,Unknown,5,No,No
6257,Easy Peasy Lemon Squeezy,Greentube,easy-peasy-lemon-squeezy-ss.jpg,94%,20,Yes,No
6258,Wheel of Wealth 3 Reel,Microgaming,wheel-of-wealth-53cd294d70a0f8a82a8b456e.jpg,96% ,1,No,Yes
6259,Captain Cash,Microgaming,captain-cash-3-reel-ss.jpg,Unknown,5,No,No
6260,MegaSpin Fantastic 7's,Microgaming,megaspin-fantastic-7s-ss.jpg,Unknown,9,No,No
6261,Mummy Munny,Microgaming,mummy-munny-ss.jpg,Unknown,5,No,No
6262,Super Joker,Betsoft,superjoker-ss.jpg,,5,No,Yes
6263,Lucky Streak,Big Time Gaming,lucky-streak-53db8b9570a0f889548b4572.jpg,93%,20,No,No
6264,Golden Goals,Microgaming,golden-goals.jpg,Unknown,20,Yes,No
6265,Boom Bucks,Betsoft,boom-bucks.jpg,Unknown,5,No,No
6266,Disco Fruits,Cayetano Gaming,disco-fruits.jpg,97.15%,10,Yes,No
6267,Mystery Joker,Play'n Go,mystery-joker-slot-playn-go.jpg,Unknown,5,Yes,No
6268,Hot Shot,Bally,hot-shot-3.jpg,,20,No,No
6269,Jackpot Cherries,Realistic,jackpot-cherries.jpg,95.01%,3,No,No
6270,It Came From The Moon,Realistic,it-came-from-the-moon.jpg,95.12%,20,No,Yes
6271,Snow Wonder,Rival Gaming,snow-wonder.jpg,94.96%,1,No,No
6272,Magic Fruits,Wazdan,magic-fruits.jpg,Unknown,5,No,No
6273,Magic Target,Wazdan,magic-target.jpg,Unknown,10,Yes,No
6274,Triple Diamonds,IGT,triple-diamond.jpg,95.06%,9,No,No
6275,Jackpot Jewels,Barcrest,jackpot-jewels-ss.jpg,95%,50,Yes,No
6276,Mega Nudge 6000,SkillOnNet,mega-nudge-6000.jpg,Unknown,5,No,No
6277,Lucky Hot,EGT Interactive,lucky-hot.jpg,Unknown,5,No,No
6278,Super Duper Cherry,Gamomat,super-duper-cherry1000x698.jpg,Unknown,20,No,No
6279,Piggy Bank,Slotland Entertainment,piggy-bank-3.jpg,Unknown,15,Yes,No
6280,Super Sevens,Slotland Entertainment,super-sevens.jpg,Unknown,19,Yes,No
6281,All Ways Fruits,Amatic Industries,all-ays-ruits.jpg,Unknown,,Yes,No
6282,Hot Star,Amatic Industries,ot-tar.jpg,Unknown,10,No,No
6283,Hot Seven,Amatic Industries,ot-even.jpg,Unknown,20,No,No
6284,Sizzling Hot Deluxe,Novomatic,sizzling-hot-deluxe-slot-novomatic.jpg,95.66%,5,No,No
6285,Happy Fruits,Novomatic,happy-fruits.jpg,95%,10,Yes,No
6286,Hot Factor,Xatronic Software,hot-factor.JPG,Unknown,81,No,No
6287,Hot Cross Bunnies LoadsABunny,Realistic,hot-cross-bunnies-loadsabunny.jpg,95.47%,20,Yes,No
6288,Jumbo Joker,Betsoft,jumbo-joker.jpg,95%,5,No,No
6289,Trollpot 5000,NetEnt,trollpot-5000-slot-netent.jpg,96.19%,1,No,No
6290,Hellfire,Gamomat,hellfire-slot-gamomat.jpg,96.1%,10, No,No
6291,Mega Flip,Relax Gaming,mega-flip.jpg,96.2%,18,Yes,No
6292,Regal Streak,Red Tiger,regal-streak-slot-red-tiger-gaming.jpg,95.7%,3,Yes,No
6293,Fancy Fruits Double Rush,Gamomat,fancy-fruits-double-rush-slot-gamomat.jpg,96.09%,5,No,No
6294,Take 5 Triple Rush,Gamomat,take-5-triple-rush-slot-gamomat.jpg,96.1%,5,No,No
6295,Fruit Mania Double Rush,Gamomat,fruit-mania-double-rush-slot-gamomat.jpg,96.12%,5,No ,No
6296,1 Arm Bandit,Microgaming,1-arm-bandit.jpg,Unknown,3,No,No
6297,2 Times Extra Wild,888 Gaming,888-gaming.jpg,,,,
6298,24kt Gold,Playtech,24kt-gold.jpg,94%,1,No,No
6299,777 Inferno,RTG,planetracer-ss.jpg,95%,1,No,No
6300,8 Balls,Digital Gaming Solutions,8-ball.jpg,,,,
6301,Abra-Kebab-Ra,Microgaming,abra-kebab-ra.jpg,Unknown,1,No,Yes
6302,Alien Invasion,WGS Technology (Vegas Technology),alien-invasion.jpg,,,,
6303,All Star Horse Racing,WGS Technology (Vegas Technology),all-star-horse-racing.jpg,,,,
6304,Apocalypse Cow,Microgaming,apocalypse-cow.jpg,Unknown,1,No,Yes
6305,Astronomical,Microgaming,astronomical.jpg,95.05%,1,No,No
6306,Atlantis,Microgaming,atlantis.jpg,Unknown,1,No ,No
6307,Atomic Jackpot,WGS Technology (Vegas Technology),atomic-jackpot.jpg,,,,
6308,Aztec Treasure,Betsoft,aztec-treasure-slot.jpg,Unknown,30,Yes,No
6309,Bank on It,RTG,bank-on-it.jpg,95%,1,No,No
6310,Beach Party,Playtech,beach-party.jpg,,,,
6311,Beach Party,WGS Technology (Vegas Technology),beach-party.jpg,,,,
6312,Belissimo,Microgaming,belissimo.jpg,93.23%,5,No,No
6313,Berry Flavors,Pragmatic Play,berry-flavors.jpg,Unknown,3,No,No
6314,Big 5,Microgaming,big-5.jpg,Unknown,1,No,No
6315,Bill and Ted's Excellent Adventure,Microgaming,bill-and-ted's-excellent-adventure.jpg,Unknown,5,Yes,Yes
6316,Bingo Bango Boom,Microgaming,bingo-bango-boom.jpg,96.5%,1,No,Yes
6317,Bingo Bucks,WGS Technology (Vegas Technology),bingo-bucks.jpg,,,,
6318,Bingo,Pragmatic Play,bingo.jpg,Unknown,5,No,No
6319,Black Gold Rush,WGS Technology (Vegas Technology),black-gold-rush.jpg,,,,
6320,Blackjack Bonanza,Microgaming,blackjack-bonanza.jpg,Unknown,1,No,No
6321,Blue Lagoon,WGS Technology (Vegas Technology),blue-lagoon.jpg,,,,
6322,Bluebeard's Bounty,WGS Technology (Vegas Technology),bluebeard's-bounty.jpg,,,,
6323,Box Car Bonanza,WGS Technology (Vegas Technology),box-car-bonanza.jpg,,,,
6324,Bulls Eye,Microgaming,bulls-eye.jpg,Unknown,1,No,Yes
6325,Bulls Eye,Gamesys,bulls-eye.jpg,,,,
6326,Cash 'n' Curry,Microgaming,cash-'n'-curry.jpg,96.5%,1,No,Yes
6327,Cash Clams,Microgaming,cash-clams.jpg,94.99%,1,No,No
6328,Cash Grab,WGS Technology (Vegas Technology),cash-grab.jpg,Unknown,10,No,Yes
6329,Chavin it Large,Microgaming,chavin-it-large.jpg,Unknown,1,No,Yes
6330,Cherry Red,Microgaming,cherry-red.jpg,Unknown,1,No,No
6331,Chief's Fortune,Microgaming,chief's-fortune.jpg,Unknown,1,No,Yes
6332,Chief's Magic,Microgaming,chief's-magic.jpg,Unknown,1,No,No
6333,City of Gold,Microgaming,city-of-gold.jpg,Unknown,1,No,No
6334,Cosmic Cat,Microgaming,cosmic-cat.jpg,96.52%,1,No,No
6335,Cracker Jack,Microgaming,cracker-jack.jpg,Unknown,1,No,No
6336,Cutesy Pie,Microgaming,cutesy-pie.jpg,Unknown,1,No,No
6337,Desert Dreams,WagerLogic,desert-dreams.jpg,,,,
6338,Diamond Deal,Microgaming,diamond-deal.jpg,Unknown,1,No,No
6339,Diamond Mine,iSoftBet,diamond-mine-ss-isoftbet.jpg,Unknown,5,No,No
6340,Dick Danger,WagerLogic,dick-danger.jpg,,,,
6341,Dirty Martini,RTG,dirty-martini.jpg,,,,
6342,Don Deal,Microgaming,don-deal.jpg,Unknown,1,No,No
6343,Double Magic,Microgaming,double-magic.jpg,Unknown,1,No,No
6344,Dr M Brace,WagerLogic,dr-m-brace.jpg,,,,
6345,Fairy Ring,Microgaming,fairy-ring.jpg,Unknown,3,No,No
6346,Fantastic 7,Microgaming,fantstic-7s.jpg,95%,1,No,No
6347,Fat Cat,WGS Technology (Vegas Technology),fat-cat.jpg,Unknown,20,No,Yes
6348,Fish and Chips,WagerLogic,fish-and-chips.jpg,,,,
6349,Flower Power,WagerLogic,flower-power.jpg,,,,
6350,Flower Power,Microgaming,flower-power.jpg,Unknown,3,No,No
6351,Forbidden Fruit,WagerLogic,forbidden-fruit.jpg,,,,
6352,Fortuna,Microgaming,fortuna.jpg,Unknown,5,No,No
6353,Free Kick,WagerLogic,free-kick.jpg,,,,
6354,Fruit Salad,Microgaming,fruit-salad.jpg,Unknown,1,No,No
6355,Fruits,Microgaming,fruits.jpg,92.87%,1,No,No
6356,Galactic Oddisey,WagerLogic,galactic-oddisey.jpg,,,,
6357,Game On,Microgaming,game-on.jpg,Unknown,1,No,Yes
6358,Gee Gees,Microgaming,gee-gees.jpg,96.5%,1,No,Yes
6359,Gladiators Gold,Microgaming,gladiators-gold.jpg,Unknown,3,No,No
6360,Go for Gold,WGS Technology (Vegas Technology),go-for-gold.jpg,,,,
6361,Goblins Gold,Microgaming,goblins-gold.jpg,Unknown,3,No,No
6362,Golden Dragon,Microgaming,golden-dragon.jpg,93.5%,5,No,No
6363,Golden Eagle,Gamesys,golden-eagle.jpg,94.3%,1,No,No
6364,Golden Gopher,Gamesys,golden-gopher.jpg,94.9%,5,No,No
6365,Happy New Year,Microgaming,happy-new-year.jpg,Unknown,5,No,No
6366,Haunted House,Playtech,haunted-house-2.jpg,97%,5,No,No
6367,Heavy Metal,Microgaming,heavy-metal.jpg,Unknown,3,No,No
6368,Hi-Lo,Amaya,hi-lo.jpg,,,,
6369,High 5,Microgaming,high-5.jpg,Unknown,9,No,No
6370,High Noon,WagerLogic,high-noon.jpg,,,,
6371,High Rollers,RTG,high-rollers.jpg,95%,5,No,No
6372,High Rollers,Playtech,high-rollers.jpg,,,,
6373,Hip Hop Opotamus,Microgaming,hip-hop-opotamus.jpg,Unknown,1,No,Yes
6374,Hot Dog,WagerLogic,hot-dog.jpg,,,,
6375,Hot Shot,Betsoft,hot-shot.jpg,,,,
6376,Jackpot Express,Microgaming,jackpot-express.jpg,93.23%,5,No,No
6377,Jacks or Better,NeoGames,royal-slots-neogames.jpg,,,,
6378,Jesters Jackpot,Microgaming,jesters-jackpot.jpg,Unknown,1,No,No
6379,Jewel Quest,WagerLogic,jewel-quest.jpg,,,,
6380,Jewel Thief,Microgaming,jewel-thief.jpg,Unknown,1,No,No
6381,Jungle 7's,Microgaming,jungle-7's.jpg,Unknown,1,No,No
6382,Jurassic Fire,Digital Gaming Solutions,digital-gaming-solutions.jpg,Unknown,1,No,No
6383,Jurassic Jackpot Big Reel,Microgaming,jurassic-jackpot-big-reel.jpg,Unknown,1,No,No
6384,Keno,WGS Technology (Vegas Technology),keno.jpg,,,,
6385,Keno,GTS,keno.jpg,,,,
6386,Kong,Cryptologic,kong.jpg,,,,
6387,Kings Queens,Pragmatic Play,kings-queens.jpg,Unknown,3,No,No
6388,Knockout,888 Gaming,888-gaming.jpg,,,,
6389,Legacy,Microgaming,legacy.jpg,95.75%,5,No,No
6390,Little Master,WagerLogic,little-master.jpg,,,,
6391,Living in Luxury,Microgaming,living-in-luxury.jpg,Unknown,1,No,No
6392,Lucky 7,Betsoft,lucky-7.jpg,93.5%,1,No,No
6393,Lucky 7s,WagerLogic,lucky-7s.jpg,,,,
6394,Lucky 8 Line,NetEnt,lucky-8-line.jpg,,,,
6395,Lucky Charmer,Microgaming,lucky-charmer.jpg,Unknown,1,No,Yes
6396,Lucky Lady,WagerLogic,lucky-lady.jpg,,,,
6397,Mardi Gras,Microgaming,mardi-gras.jpg,Unknown,1,No,No
6398,Mega Gold and Green,888 Gaming,888-gaming.jpg,,,,
6399,Mega Jacks,NetEnt,mega-jacks.jpg,,,,
6400,MegaSpin Double Magic,Microgaming,megaspin-double-magic.jpg,Unknown,9,No,No
6401,Metropolis,Gamesys,metropolis.jpg,95.3%,1,No,No
6402,Millionaire Genie,888 Gaming,888-gaming.jpg,,,,
6403,Millionaires Club,WagerLogic,millionaires-club.jpg,,,,
6404,Monkeys Money,Microgaming,monkeys-money.jpg,,,,
